transaction_id|customer_id|product_id|quantity|unit_price|total_amount|currency|payment_method|status|timestamp|location
19927466|CUST-2321|PROD-967|45||0|JPY|DEBIT_CARD|COMPLETED|05/09/2026 04:52:23 AM|
9B950A61|CUST-4971|PROD-951|N/A|21.0|0|JPY|CREDIT_CARD|FAILED|05/09/2026 04:43:46 AM|Tokyo
3C0EC2A1|CUST-7310|PROD-962|2|117.83|235.66||PAYPAL|FAILED|2026-05-09 04:23:53|London
2D47D2DD|CUST-9810|PROD-763|42|542.51|22785.42|GBP|PAYPAL|REFUNDED|2026-05-09 05:02:57|London
BE149DBD|CUST-1938|PROD-493|8|506.99|4055.92|USD|PAYPAL|FAILED|05/09/2026 04:09:21 AM|New York
2206FB26|CUST-9586|PROD-685|N/A|436.25|0||PAYPAL|FAILED|05/09/2026 04:56:12 AM|Tokyo
E73DA515|CUST-8512|PROD-152|28|109.03|3052.84||CASH|PENDING|05/09/2026 04:52:42 AM|Dubai
C0F578E8|CUST-5934|PROD-323|19|380.99|7238.81||DEBIT_CARD|REFUNDED|2026-05-09T04:13:06.637280|
60FC10FF|CUST-6538|PROD-451|N/A|849.97|0|USD|PAYPAL||2026-05-09 04:47:54|New York
59871575|CUST-1006|PROD-541|N/A|857.26|0|||FAILED|05/09/2026 04:11:08 AM|Dubai
FC18ECA7|CUST-9125|PROD-351|N/A|998.38|0|USD|DEBIT_CARD|COMPLETED|2026-05-09 04:12:54|Dubai
4CD583E4|CUST-8079|PROD-989|N/A|774.94|0|???|CREDIT_CARD|FAILED|05/09/2026 04:31:30 AM|Dubai
3ECA28C5|CUST-3384|PROD-597|N/A|801.76|0|???|DEBIT_CARD|FAILED|2026-05-09 04:40:53|London
1028|CUST-8489|PROD-544|50|619.41|30970.5|EUR|CREDIT_CARD||05/09/2026 04:38:16 AM|Tokyo
C5290306|CUST-5096|PROD-403|26|152.88|3974.88|JPY|PAYPAL|FAILED|05/09/2026 04:52:52 AM|Dubai
CF6F956A|CUST-2109|PROD-474|N/A|995.01|0||CASH|FAILED|2026-05-09 04:31:21|London
489FCEC1|CUST-4289|PROD-938|11|352.32|3875.52|JPY|DEBIT_CARD|REFUNDED|05/09/2026 05:01:19 AM|
CE06D01A|CUST-3555|PROD-868|N/A|268.13|0||CASH|PENDING|2026-05-09T04:24:06.637280|Tokyo
39EA7EC6|CUST-1899|PROD-988|N/A|464.5|0|GBP|PAYPAL|FAILED|05/09/2026 04:30:08 AM|Dubai
3D9FE6C9|CUST-9415|PROD-549|40||0|NONE|CASH|REFUNDED|2026-05-09T04:35:36.637280|
DB49AE2C|CUST-5436|PROD-222|N/A|350.43|0|GBP|PAYPAL|REFUNDED|2026-05-09T04:09:56.637280|New York
FE2B38E2|CUST-7312|PROD-470|N/A|165.86|0|GBP|DEBIT_CARD|FAILED|05/09/2026 04:57:46 AM|Tokyo
09730CD1|CUST-8149|PROD-397|17|470.18|7993.06|EUR|PAYPAL|FAILED|05/09/2026 04:24:53 AM|Dubai
685766E5||PROD-698|26|615.09|15992.34||CREDIT_CARD||2026-05-09T04:52:50.637280|London
1023|CUST-4302|PROD-968|19|347.67|6605.73|GBP|DEBIT_CARD|REFUNDED|05/09/2026 04:18:08 AM|Dubai
F4195E28|CUST-6139|PROD-675|46|159.15|7320.9|USD|DEBIT_CARD|FAILED|2026-05-09T04:21:13.637280|New York
72EF7533|CUST-5489|PROD-839|N/A|537.95|0|EUR|PAYPAL|REFUNDED|05/09/2026 04:58:04 AM|London
6B8BB3BF||PROD-866|N/A|417.11|0||CREDIT_CARD|FAILED|05/09/2026 04:42:54 AM|London
1024||PROD-142|18|530.73|9553.14||DEBIT_CARD|REFUNDED|2026-05-09 04:15:54|New York
4FCC7A3B||PROD-290|6|944.67|5668.02|???|DEBIT_CARD|PENDING|2026-05-09T04:25:50.638279|London
62529677|CUST-1315|PROD-686|N/A|214.68|0|USD|DEBIT_CARD|PENDING|2026-05-09 04:25:34|New York
A89A4DA4|CUST-2686|PROD-603|N/A|29.09|0||PAYPAL|PENDING|2026-05-09T04:53:36.638279|New York
