transaction_id,customer_id,product_id,quantity,unit_price,total_amount,currency,payment_method,status,timestamp,location
C87BCBA7,CUST-5971,PROD-123,45,897.73,40397.85,???,CASH,,05/09/2026 04:40:52 AM,London
61107F12,,PROD-274,N/A,507.42,0,,PAYPAL,REFUNDED,2026-05-09 05:35:17,New York
0DFDA3FA,CUST-5548,PROD-137,N/A,547.73,0,EUR,CASH,COMPLETED,05/09/2026 04:40:52 AM,Dubai
50C3819F,CUST-4305,PROD-395,N/A,433.76,0,,CREDIT_CARD,REFUNDED,2026-05-09T05:27:57.129390,
0E94D91E,CUST-9665,PROD-725,N/A,362.29,0,NONE,PAYPAL,PENDING,2026-05-09T05:12:14.131419,New York
6453D8DB,CUST-4532,PROD-405,N/A,675.63,0,,CASH,COMPLETED,2026-05-09T04:57:38.131419,Tokyo
1A5A9D0B,CUST-6068,PROD-561,N/A,610.91,0,JPY,DEBIT_CARD,FAILED,2026-05-09 04:43:16,
24F84210,,PROD-359,10,150.58,1505.8,,PAYPAL,,2026-05-09 05:13:56,New York
4E9F1EBA,CUST-5509,PROD-186,48,409.14,19638.72,,PAYPAL,COMPLETED,05/09/2026 04:45:29 AM,Tokyo
1BCA571C,CUST-9963,PROD-496,N/A,554.76,0,,,PENDING,05/09/2026 04:49:24 AM,
3EE5262F,CUST-1544,PROD-591,15,369.92,5548.8,???,DEBIT_CARD,FAILED,05/09/2026 05:26:46 AM,New York
DA3D6E9A,CUST-7535,PROD-149,38,287.36,10919.68,JPY,,REFUNDED,2026-05-09 04:53:22,New York
D7020F31,CUST-1054,PROD-782,24,717.69,17224.56,JPY,CASH,COMPLETED,2026-05-09T04:57:54.132418,Dubai
0A7BCF76,CUST-8483,PROD-470,44,82.32,3622.08,USD,CASH,PENDING,05/09/2026 05:11:19 AM,Tokyo
CDF9A596,CUST-6338,PROD-499,15,440.36,6605.4,GBP,CREDIT_CARD,FAILED,2026-05-09 04:45:52,New York
B5B3C4CC,CUST-5238,PROD-145,12,,0,,CREDIT_CARD,PENDING,05/09/2026 05:01:51 AM,New York
8CF1273A,CUST-6635,PROD-637,N/A,477.75,0,JPY,PAYPAL,FAILED,05/09/2026 04:43:59 AM,London
B1AD2265,CUST-2373,PROD-334,N/A,160.63,0,EUR,,COMPLETED,2026-05-09 05:35:16,Tokyo
4F7724B9,CUST-8476,PROD-719,N/A,320.34,0,EUR,CREDIT_CARD,COMPLETED,2026-05-09 04:58:39,London
235825D9,,PROD-271,23,489.03,11247.69,NONE,CASH,FAILED,2026-05-09T05:15:08.133420,Dubai
1021,CUST-3506,PROD-521,N/A,275.32,0,JPY,DEBIT_CARD,REFUNDED,2026-05-09 04:41:44,London
514CD051,CUST-6057,PROD-912,38,421.82,16029.16,,CREDIT_CARD,PENDING,2026-05-09T04:36:36.133420,London
