transaction_id,customer_id,product_id,quantity,unit_price,total_amount,currency,payment_method,status,timestamp,location
A65FCDA4,CUST-7019,PROD-291,23,764.75,17589.25,JPY,CASH,PENDING,05/09/2026 04:57:37 AM,Tokyo
CF2D05E6,CUST-5226,PROD-793,N/A,247.93,0,USD,CREDIT_CARD,PENDING,05/09/2026 05:09:19 AM,Tokyo
13A3A886,CUST-8218,PROD-882,22,308.58,6788.76,,,FAILED,2026-05-09 05:10:57,London
49C842C9,CUST-5230,PROD-358,N/A,413.37,0,GBP,DEBIT_CARD,PENDING,05/09/2026 04:55:34 AM,
81CA3B6C,CUST-1216,PROD-271,38,696.66,26473.08,???,DEBIT_CARD,PENDING,05/09/2026 05:15:46 AM,New York
3FBA876E,CUST-5708,PROD-984,16,459.14,7346.24,???,CREDIT_CARD,PENDING,2026-05-09 05:20:27,London
3842FEC0,CUST-7801,PROD-613,N/A,152.76,0,EUR,DEBIT_CARD,FAILED,2026-05-09 05:03:40,New York
2795DE8D,CUST-1433,PROD-257,35,119.4,4179.0,EUR,PAYPAL,,2026-05-09T05:05:34.937415,Tokyo
5B602DD1,CUST-5935,PROD-535,6,27.57,165.42,NONE,DEBIT_CARD,,05/09/2026 04:57:21 AM,Dubai
1E9CBEDE,,PROD-547,N/A,606.13,0,USD,CASH,REFUNDED,2026-05-09T04:51:18.937415,Tokyo
68C54ABE,CUST-8411,PROD-518,35,282.59,9890.65,EUR,CREDIT_CARD,PENDING,2026-05-09T04:47:19.937415,
E7E61D61,,PROD-980,35,302.84,10599.4,NONE,PAYPAL,FAILED,2026-05-09T05:19:29.937415,Dubai
C43410C2,CUST-8745,PROD-636,9,983.98,8855.82,NONE,CASH,,05/09/2026 04:57:07 AM,New York
EDFD0DF3,CUST-3267,PROD-724,46,363.87,16738.02,JPY,DEBIT_CARD,PENDING,2026-05-09T05:27:17.938368,London
9E5C9308,,PROD-330,N/A,696.54,0,NONE,DEBIT_CARD,PENDING,2026-05-09T05:21:19.938368,Tokyo
15888345,,PROD-680,N/A,271.59,0,JPY,PAYPAL,PENDING,2026-05-09 04:58:20,Tokyo
ED00F286,CUST-5625,PROD-701,47,977.3,45933.1,EUR,PAYPAL,FAILED,05/09/2026 05:07:39 AM,Dubai
DDFCED3A,CUST-6504,PROD-949,N/A,647.1,0,EUR,CASH,COMPLETED,2026-05-09T05:16:57.938368,London
4611DBD1,CUST-5465,PROD-204,N/A,332.43,0,USD,PAYPAL,REFUNDED,2026-05-09T05:35:21.938368,Tokyo
FBB16A43,,PROD-863,42,141.14,5927.88,EUR,CASH,PENDING,05/09/2026 05:04:27 AM,
E77EC807,CUST-5598,PROD-952,45,927.24,41725.8,EUR,,,05/09/2026 04:45:19 AM,Dubai
6B04EC81,CUST-4126,PROD-433,48,408.27,19596.96,,CREDIT_CARD,PENDING,2026-05-09 04:37:04,New York
893C9D4C,CUST-9464,PROD-762,4,,0,GBP,PAYPAL,REFUNDED,05/09/2026 05:16:04 AM,London
