transaction_id|customer_id|product_id|quantity|unit_price|total_amount|currency|payment_method|status|timestamp|location
800035F2|CUST-9832|PROD-562|N/A|622.48|0||CASH|FAILED|2026-05-09T05:30:01.216000|New York
B8686B74|CUST-1871|PROD-584|N/A|103.09|0|???||FAILED|05/09/2026 05:24:25 AM|London
3D240996|CUST-3611|PROD-138|21|506.54|10637.34|???||COMPLETED|05/09/2026 05:00:07 AM|London
F382CBC8|CUST-3791|PROD-899|44|262.37|11544.28|GBP|PAYPAL|FAILED|2026-05-09 04:57:58|Dubai
8F5D64FC|CUST-1611|PROD-983|N/A|462.34|0|NONE|CASH|REFUNDED|05/09/2026 05:15:41 AM|Dubai
EC7F712B|CUST-1868|PROD-800|N/A|415.72|0||DEBIT_CARD|COMPLETED|05/09/2026 05:05:59 AM|Dubai
6291A1D7|CUST-2863|PROD-535|12||0||CASH||2026-05-09T05:30:03.216000|Tokyo
FDD1AB66|CUST-2329|PROD-690|28|394.97|11059.16|JPY|CASH|COMPLETED|2026-05-09 04:58:50|London
321A5209|CUST-5566|PROD-738|26|630.77|16400.02|???|||2026-05-09T05:32:48.216000|Dubai
FA2BB76B|CUST-9160|PROD-739|18|526.51|9477.18|???|DEBIT_CARD|PENDING|2026-05-09 05:11:31|New York
8F90B013|CUST-9001|PROD-145|13|431.37|5607.81|JPY|DEBIT_CARD|COMPLETED|2026-05-09 04:50:39|
F80C6058|CUST-6058|PROD-993|17|699.51|11891.67||CREDIT_CARD|FAILED|2026-05-09T05:10:55.216000|Dubai
F33FC5E0|CUST-8342|PROD-529|N/A|273.25|0|NONE|CREDIT_CARD|PENDING|2026-05-09T05:16:48.216000|New York
C98FF0D7|CUST-3331|PROD-645|49|440.37|21578.13||DEBIT_CARD|PENDING|05/09/2026 05:13:02 AM|New York
3A270081|CUST-3605|PROD-387|N/A|848.9|0||CASH|FAILED|2026-05-09T05:25:03.216000|Dubai
18269F5B|CUST-2416|PROD-523|N/A|365.03|0|JPY|CREDIT_CARD|PENDING|2026-05-09T05:35:26.216000|Tokyo
8AE92039|CUST-8908|PROD-656|32|82.87|2651.84|EUR|DEBIT_CARD|FAILED|05/09/2026 04:41:41 AM|Dubai
DABFE5FE|CUST-3098|PROD-173|25|810.15|20253.75|NONE|DEBIT_CARD|REFUNDED|2026-05-09 04:58:11|Dubai
A430B15A|CUST-6461|PROD-953|21||0|GBP|DEBIT_CARD||05/09/2026 04:57:05 AM|New York
9D1A72CA|CUST-8788|PROD-428|N/A|276.78|0||CREDIT_CARD|PENDING|05/09/2026 04:37:14 AM|New York
FEC48071|CUST-9129|PROD-874|N/A|56.64|0|JPY|PAYPAL|COMPLETED|05/09/2026 05:15:09 AM|Tokyo
8EBA3E84|CUST-7943|PROD-896|N/A|601.78|0|???|PAYPAL|COMPLETED|2026-05-09T04:48:14.216000|London
291FD36D|CUST-1985|PROD-231|N/A|373.11|0|USD|CREDIT_CARD||2026-05-09T05:06:26.216000|Dubai
04870F7D|CUST-5770|PROD-724|N/A|260.71|0|JPY|PAYPAL|REFUNDED|05/09/2026 05:02:35 AM|Dubai
7EE1F66E||PROD-521|41|177.3|7269.3|NONE|PAYPAL|PENDING|2026-05-09T04:36:27.217175|Tokyo
