transaction_id,customer_id,product_id,quantity,unit_price,total_amount,currency,payment_method,status,timestamp,location
E7C0AB23,CUST-7617,PROD-654,N/A,971.47,0,NONE,CASH,PENDING,05/09/2026 04:17:13 AM,Dubai
FBB9FC63,CUST-1774,PROD-735,N/A,565.12,0,???,CASH,COMPLETED,2026-05-09T04:20:01.732029,Dubai
37CAE17F,CUST-2287,PROD-284,43,357.75,15383.25,USD,PAYPAL,,05/09/2026 04:48:35 AM,New York
A8EEF2F8,CUST-3475,PROD-568,N/A,41.81,0,GBP,PAYPAL,PENDING,2026-05-09T04:57:57.732029,Dubai
63880204,,PROD-681,N/A,74.28,0,JPY,CREDIT_CARD,REFUNDED,2026-05-09T04:30:20.732029,London
E70DB78C,CUST-6779,PROD-297,26,872.83,22693.58,EUR,DEBIT_CARD,PENDING,05/09/2026 04:21:58 AM,
49710A3A,CUST-3945,PROD-574,N/A,,0,???,PAYPAL,FAILED,05/09/2026 05:01:25 AM,
1191D36E,CUST-2634,PROD-396,N/A,952.85,0,USD,PAYPAL,REFUNDED,05/09/2026 04:14:48 AM,Tokyo
C5946ACF,CUST-6353,PROD-962,23,743.07,17090.61,NONE,DEBIT_CARD,,2026-05-09 04:34:15,Tokyo
01AAE0F4,CUST-1224,PROD-525,1,845.39,845.39,EUR,CASH,COMPLETED,2026-05-09T04:44:23.732029,London
32453516,CUST-3520,PROD-626,N/A,563.04,0,JPY,CREDIT_CARD,FAILED,2026-05-09T04:55:17.732029,New York
EBEEB841,CUST-4827,PROD-869,N/A,746.21,0,???,DEBIT_CARD,PENDING,2026-05-09 04:55:21,Tokyo
50829AA1,CUST-9721,PROD-701,N/A,717.1,0,,PAYPAL,,2026-05-09 04:52:28,Tokyo
C2F74387,CUST-6575,PROD-322,9,616.92,5552.28,,DEBIT_CARD,COMPLETED,05/09/2026 04:54:35 AM,Dubai
DBEA151A,CUST-9694,PROD-466,32,739.73,23671.36,GBP,CASH,,05/09/2026 04:44:01 AM,New York
E5BB8093,,PROD-204,N/A,232.37,0,,CASH,REFUNDED,2026-05-09T04:43:49.732029,New York
C948819C,CUST-2963,PROD-522,45,837.08,37668.6,USD,CREDIT_CARD,REFUNDED,2026-05-09 04:24:21,New York
136A4276,CUST-8373,PROD-892,N/A,264.69,0,GBP,CASH,REFUNDED,2026-05-09 04:47:40,Dubai
9A5844F0,CUST-3722,PROD-882,50,990.34,49517.0,,DEBIT_CARD,FAILED,05/09/2026 04:44:28 AM,New York
6D4247EE,CUST-8539,PROD-329,38,117.03,4447.14,NONE,PAYPAL,REFUNDED,2026-05-09 04:56:12,Dubai
EBC6FFFE,,PROD-390,15,805.56,12083.4,,PAYPAL,PENDING,05/09/2026 04:31:12 AM,Dubai
E76B9B69,CUST-8167,PROD-622,N/A,417.58,0,JPY,CASH,REFUNDED,2026-05-09 04:10:26,New York
0AF28200,CUST-4630,PROD-158,N/A,902.85,0,EUR,PAYPAL,,2026-05-09 04:52:56,Dubai
F99D0EF5,CUST-6031,PROD-304,N/A,72.1,0,JPY,DEBIT_CARD,COMPLETED,2026-05-09T04:03:21.733021,London
D32716F0,CUST-8194,PROD-979,34,303.76,10327.84,,DEBIT_CARD,REFUNDED,05/09/2026 04:36:05 AM,Dubai
4A87A4C8,,PROD-789,N/A,,0,,CASH,,05/09/2026 04:19:10 AM,Tokyo
D69EABBC,CUST-3950,PROD-179,N/A,577.76,0,JPY,CREDIT_CARD,PENDING,2026-05-09 04:32:54,Dubai
4CADEA01,CUST-9495,PROD-535,50,397.95,19897.5,USD,CASH,COMPLETED,05/09/2026 04:18:26 AM,Tokyo
4C4A4560,CUST-7625,PROD-125,N/A,560.54,0,???,CASH,,2026-05-09 04:36:05,London
A665120B,CUST-1556,PROD-278,40,561.16,22446.4,GBP,CREDIT_CARD,REFUNDED,2026-05-09 04:45:56,London
67007225,CUST-8807,PROD-230,N/A,61.02,0,,DEBIT_CARD,COMPLETED,2026-05-09T04:56:15.733021,New York
55825675,CUST-8009,PROD-410,N/A,28.3,0,GBP,CREDIT_CARD,COMPLETED,2026-05-09 04:20:19,Dubai
81E674FC,CUST-2968,PROD-581,N/A,810.58,0,EUR,PAYPAL,,2026-05-09 04:53:38,Dubai
10F64CD5,CUST-5293,PROD-699,N/A,452.6,0,???,CREDIT_CARD,REFUNDED,05/09/2026 04:27:04 AM,Tokyo
4B5CBAE5,CUST-6934,PROD-907,29,985.82,28588.78,,CASH,COMPLETED,2026-05-09T05:02:16.733021,Tokyo
62086179,CUST-7506,PROD-894,N/A,974.65,0,GBP,,FAILED,2026-05-09 04:04:45,New York
6BB8D026,CUST-6463,PROD-378,1,809.18,809.18,EUR,DEBIT_CARD,COMPLETED,2026-05-09 04:43:01,Dubai
3540686D,CUST-1156,PROD-639,31,321.19,9956.89,EUR,CASH,REFUNDED,05/09/2026 04:04:49 AM,London
29D64247,CUST-8743,PROD-560,N/A,356.25,0,NONE,CASH,REFUNDED,2026-05-09 04:14:54,New York
AB97D552,CUST-2281,PROD-266,N/A,137.05,0,JPY,CASH,PENDING,05/09/2026 04:24:32 AM,
852F5990,CUST-3919,PROD-471,21,844.06,17725.26,EUR,DEBIT_CARD,PENDING,2026-05-09 04:46:24,London
1DD5EF05,CUST-5079,PROD-714,N/A,624.85,0,EUR,,FAILED,05/09/2026 04:54:04 AM,Tokyo
5E28FBD1,CUST-7522,PROD-539,N/A,777.32,0,EUR,CASH,REFUNDED,2026-05-09T05:02:15.733021,Dubai
07082510,CUST-7487,PROD-100,15,176.48,2647.2,,CASH,PENDING,05/09/2026 04:47:13 AM,New York
48277B5E,,PROD-711,N/A,112.76,0,,CREDIT_CARD,FAILED,2026-05-09 04:37:12,Tokyo
59815AE3,CUST-1490,PROD-147,N/A,411.97,0,,PAYPAL,FAILED,05/09/2026 04:54:15 AM,London
978D5FF1,CUST-7136,PROD-908,N/A,946.93,0,USD,PAYPAL,REFUNDED,2026-05-09T04:21:43.733021,Dubai
2DFD18FE,CUST-8918,PROD-147,N/A,522.94,0,EUR,PAYPAL,FAILED,2026-05-09T04:12:12.733021,New York
A0B3636F,CUST-7450,PROD-273,41,873.47,35812.27,,PAYPAL,FAILED,2026-05-09 04:31:35,New York
6FE7DC12,CUST-7139,PROD-482,N/A,176.54,0,NONE,CASH,FAILED,2026-05-09T04:23:48.733021,Tokyo
34BD2E4B,,PROD-990,27,368.6,9952.2,USD,CREDIT_CARD,REFUNDED,2026-05-09 04:34:25,Dubai
273B6D1B,CUST-2888,PROD-748,20,,0,NONE,CREDIT_CARD,FAILED,2026-05-09 04:55:41,London
7986C37E,CUST-2785,PROD-955,18,112.16,2018.88,,CREDIT_CARD,COMPLETED,05/09/2026 04:43:02 AM,London
FFD09B3B,CUST-2204,PROD-553,8,32.72,261.76,GBP,CREDIT_CARD,FAILED,05/09/2026 04:29:14 AM,London
D94FA4BF,CUST-5313,PROD-110,N/A,638.72,0,NONE,PAYPAL,PENDING,2026-05-09 04:47:48,Tokyo
05D39699,CUST-2372,PROD-929,N/A,768.76,0,NONE,,,2026-05-09T04:52:18.733021,New York
740B666B,CUST-1478,PROD-459,N/A,78.21,0,EUR,CASH,,2026-05-09 04:33:40,New York
9C044403,CUST-9659,PROD-957,N/A,,0,,CASH,REFUNDED,05/09/2026 04:35:42 AM,
C1682746,,PROD-789,28,447.47,12529.16,,DEBIT_CARD,FAILED,05/09/2026 04:05:09 AM,New York
8014BEDA,CUST-3567,PROD-718,N/A,925.91,0,,,PENDING,05/09/2026 04:16:07 AM,Tokyo
55528FEF,CUST-5438,PROD-247,N/A,612.49,0,???,PAYPAL,,05/09/2026 04:36:59 AM,Dubai
A6D80351,CUST-2400,PROD-766,N/A,809.35,0,USD,DEBIT_CARD,PENDING,05/09/2026 04:18:04 AM,Tokyo
81F2D90C,CUST-1464,PROD-325,13,366.11,4759.43,,CREDIT_CARD,,2026-05-09T04:20:53.734020,Dubai
CCE5BDBF,CUST-5191,PROD-199,33,27.83,918.39,???,,REFUNDED,2026-05-09 04:36:59,London
0F3B7A88,CUST-1422,PROD-588,8,648.79,5190.32,GBP,DEBIT_CARD,FAILED,2026-05-09T04:56:20.734020,London
ED590F21,CUST-7636,PROD-574,N/A,873.64,0,USD,,FAILED,05/09/2026 04:39:08 AM,
4C5F69E7,CUST-9911,PROD-392,N/A,449.54,0,NONE,CREDIT_CARD,REFUNDED,2026-05-09 04:03:48,Dubai
10660C23,CUST-6833,PROD-527,36,651.18,23442.48,EUR,DEBIT_CARD,,05/09/2026 04:36:47 AM,New York
7210940E,CUST-3097,PROD-635,N/A,559.89,0,???,CREDIT_CARD,COMPLETED,2026-05-09 04:59:09,New York
86489918,CUST-6215,PROD-406,46,118.7,5460.2,,PAYPAL,FAILED,2026-05-09T04:39:28.734020,New York
50211B16,CUST-7220,PROD-533,18,314.84,5667.12,NONE,CREDIT_CARD,,2026-05-09 04:10:50,Tokyo
B83D6B1F,CUST-2152,PROD-301,N/A,87.77,0,USD,CREDIT_CARD,FAILED,2026-05-09T04:52:38.734020,
2515760B,CUST-5604,PROD-281,N/A,296.19,0,,CREDIT_CARD,COMPLETED,2026-05-09T04:28:09.734020,New York
1585BCBF,CUST-8274,PROD-635,2,550.72,1101.44,,CREDIT_CARD,FAILED,2026-05-09T05:01:30.734020,Tokyo
5AFE40F4,CUST-9616,PROD-379,N/A,586.06,0,,CASH,PENDING,2026-05-09T04:04:48.734020,Dubai
C6A50031,CUST-8056,PROD-629,49,389.39,19080.11,EUR,CASH,,2026-05-09 04:40:37,Dubai
9DB77E98,CUST-1020,PROD-896,N/A,207.19,0,,CASH,PENDING,2026-05-09T04:53:48.734020,New York
4C93D554,CUST-8108,PROD-768,1,81.35,81.35,JPY,CREDIT_CARD,FAILED,2026-05-09T04:26:46.734020,Tokyo
649AE0A9,,PROD-134,48,221.74,10643.52,NONE,CASH,PENDING,05/09/2026 05:01:34 AM,Tokyo
BE2BDF38,CUST-9127,PROD-102,N/A,896.23,0,GBP,,,2026-05-09T04:58:22.734020,New York
1050,CUST-3257,PROD-868,14,119.22,1669.08,???,CASH,PENDING,2026-05-09 04:53:37,New York
19EE5E27,,PROD-913,5,332.03,1660.15,,CASH,REFUNDED,05/09/2026 04:08:23 AM,Tokyo
27915095,CUST-8201,PROD-755,48,845.63,40590.24,GBP,DEBIT_CARD,,2026-05-09 04:58:58,Tokyo
41D2FFDF,CUST-3287,PROD-250,N/A,856.18,0,USD,CREDIT_CARD,COMPLETED,2026-05-09 04:53:27,Dubai
765E6D32,CUST-3273,PROD-655,4,836.22,3344.88,EUR,PAYPAL,,05/09/2026 04:07:45 AM,New York
D1C2FD3D,CUST-8962,PROD-170,N/A,677.84,0,EUR,CASH,FAILED,2026-05-09 04:31:33,New York
9CA0A182,CUST-8737,PROD-937,29,928.22,26918.38,EUR,PAYPAL,REFUNDED,2026-05-09T04:45:17.734020,Tokyo
39391F43,CUST-8072,PROD-412,29,879.08,25493.32,,PAYPAL,REFUNDED,2026-05-09 04:30:04,London
4AF478B2,CUST-7227,PROD-713,13,980.27,12743.51,EUR,PAYPAL,FAILED,2026-05-09T04:44:39.734020,Dubai
61AE22E0,CUST-3222,PROD-744,41,91.88,3767.08,USD,CASH,FAILED,2026-05-09 04:37:05,Dubai
3491748D,CUST-2436,PROD-571,38,370.78,14089.64,???,,PENDING,2026-05-09T04:58:07.734020,Dubai
5E5EDF1F,CUST-9256,PROD-522,N/A,800.37,0,GBP,DEBIT_CARD,,2026-05-09 05:00:19,New York
C5B76186,CUST-9225,PROD-239,14,,0,,DEBIT_CARD,COMPLETED,2026-05-09 04:37:15,London
16473137,CUST-8732,PROD-255,42,890.31,37393.02,EUR,CREDIT_CARD,COMPLETED,2026-05-09 04:23:52,Dubai
9208BEC1,,PROD-192,41,909.76,37300.16,,PAYPAL,PENDING,05/09/2026 04:38:02 AM,New York
6D079BCE,CUST-7469,PROD-555,N/A,31.09,0,GBP,CASH,REFUNDED,05/09/2026 04:57:44 AM,Dubai
54AB210A,CUST-2678,PROD-689,N/A,119.36,0,???,CASH,PENDING,05/09/2026 04:49:20 AM,New York
139E048B,CUST-5183,PROD-953,49,159.65,7822.85,USD,DEBIT_CARD,,2026-05-09T04:25:45.735247,Dubai
ED337810,CUST-8668,PROD-771,46,725.18,33358.28,USD,CREDIT_CARD,,2026-05-09T04:30:48.735247,London
AB5E20C2,CUST-3880,PROD-697,N/A,245.96,0,,CREDIT_CARD,FAILED,2026-05-09 04:17:33,Tokyo
97B2DDE0,CUST-3417,PROD-416,33,769.57,25395.81,,DEBIT_CARD,REFUNDED,2026-05-09 04:37:04,New York
0DE61D72,,PROD-842,N/A,147.15,0,EUR,PAYPAL,PENDING,05/09/2026 04:40:09 AM,New York
9E063701,CUST-1645,PROD-440,14,236.88,3316.32,EUR,CASH,,2026-05-09 04:43:12,
C8A1337D,CUST-5411,PROD-680,33,954.82,31509.06,GBP,CREDIT_CARD,FAILED,2026-05-09 04:52:06,Tokyo
F588FF64,CUST-7769,PROD-320,N/A,548.78,0,EUR,CREDIT_CARD,PENDING,2026-05-09 04:42:56,London
CE952874,CUST-3046,PROD-289,N/A,247.25,0,GBP,CASH,,2026-05-09 04:59:12,Tokyo
8EE95757,CUST-1969,PROD-160,4,306.89,1227.56,EUR,CREDIT_CARD,COMPLETED,2026-05-09T04:21:01.735247,Tokyo
F0E8E6BE,CUST-4096,PROD-630,N/A,230.49,0,JPY,DEBIT_CARD,REFUNDED,2026-05-09 04:15:49,Dubai
448EAC8C,CUST-5798,PROD-405,31,772.97,23962.07,,CREDIT_CARD,COMPLETED,05/09/2026 04:15:11 AM,New York
05E94A6E,CUST-9271,PROD-656,N/A,596.14,0,EUR,PAYPAL,COMPLETED,2026-05-09T05:00:34.735247,Tokyo
39D0B590,CUST-5794,PROD-524,34,464.81,15803.54,NONE,CREDIT_CARD,,2026-05-09T04:36:48.735247,Dubai
1ADDCF45,CUST-2007,PROD-192,N/A,,0,???,CREDIT_CARD,,2026-05-09 04:32:37,Dubai
CF2C0265,,PROD-620,47,102.36,4810.92,USD,PAYPAL,COMPLETED,05/09/2026 04:43:15 AM,Tokyo
B01E442F,CUST-3179,PROD-601,N/A,402.31,0,GBP,PAYPAL,PENDING,05/09/2026 05:01:59 AM,New York
7F612693,CUST-2376,PROD-355,N/A,,0,GBP,PAYPAL,PENDING,05/09/2026 04:31:00 AM,London
5B1B3EB7,CUST-4593,PROD-234,5,855.07,4275.35,,CASH,,05/09/2026 04:39:29 AM,New York
A6078D44,CUST-6902,PROD-453,N/A,827.9,0,???,CREDIT_CARD,REFUNDED,05/09/2026 04:43:14 AM,New York
3832452C,CUST-6428,PROD-306,11,639.43,7033.73,NONE,DEBIT_CARD,PENDING,2026-05-09 04:08:22,London
312304F4,,PROD-571,23,736.0,16928.0,JPY,CASH,COMPLETED,2026-05-09T04:05:11.735247,
E37F6B24,,PROD-473,31,661.59,20509.29,,DEBIT_CARD,,05/09/2026 04:26:19 AM,
F44981C6,,PROD-988,28,693.29,19412.12,GBP,CASH,COMPLETED,2026-05-09T04:22:55.735247,London
1C3E73A8,CUST-9282,PROD-788,N/A,,0,EUR,CASH,FAILED,05/09/2026 04:35:51 AM,Tokyo
1604ACC6,CUST-8485,PROD-720,12,592.26,7107.12,USD,CASH,,05/09/2026 04:59:48 AM,Dubai
25996301,CUST-5846,PROD-931,11,722.57,7948.27,,PAYPAL,FAILED,05/09/2026 04:40:34 AM,Dubai
36F502BD,CUST-3928,PROD-916,N/A,224.25,0,NONE,CREDIT_CARD,REFUNDED,05/09/2026 04:56:23 AM,Dubai
31E4DC30,CUST-1117,PROD-783,N/A,289.59,0,GBP,PAYPAL,FAILED,05/09/2026 04:08:27 AM,London
1B237DA2,CUST-1604,PROD-406,49,982.17,48126.33,EUR,DEBIT_CARD,COMPLETED,2026-05-09 04:41:48,Dubai
