transaction_id,customer_id,product_id,quantity,unit_price,total_amount,currency,payment_method,status,timestamp,location
E341067E,CUST-3481,PROD-423,26,206.65,5372.9,JPY,CASH,COMPLETED,05/09/2026 04:40:19 AM,Tokyo
9520B824,CUST-5628,PROD-321,32,784.33,25098.56,USD,,PENDING,2026-05-09 04:40:24,
84962CEA,CUST-3247,PROD-509,7,382.57,2677.99,,PAYPAL,COMPLETED,05/09/2026 04:08:20 AM,
2C076765,CUST-7065,PROD-193,41,942.21,38630.61,USD,CASH,REFUNDED,2026-05-09 04:11:22,London
F8A882BA,,PROD-208,30,307.94,9238.2,EUR,CREDIT_CARD,PENDING,05/09/2026 04:27:41 AM,New York
1027,CUST-7852,PROD-805,7,795.57,5568.99,USD,,REFUNDED,2026-05-09T04:15:31.668934,London
B52C858F,CUST-1507,PROD-361,4,997.69,3990.76,???,DEBIT_CARD,PENDING,2026-05-09 04:28:22,Tokyo
2BE38206,CUST-8568,PROD-340,12,963.32,11559.84,,CASH,COMPLETED,05/09/2026 04:07:37 AM,Dubai
6E03FC71,CUST-6271,PROD-351,N/A,122.97,0,NONE,,COMPLETED,2026-05-09 04:10:14,
2D8B66E2,CUST-2550,PROD-499,33,682.31,22516.23,JPY,CREDIT_CARD,FAILED,05/09/2026 04:31:54 AM,Tokyo
6D46D708,CUST-8624,PROD-343,13,499.57,6494.41,USD,DEBIT_CARD,PENDING,2026-05-09 04:41:49,Dubai
38579888,CUST-9374,PROD-712,N/A,856.65,0,USD,PAYPAL,PENDING,05/09/2026 04:29:53 AM,Dubai
20ADE83C,CUST-4626,PROD-348,20,703.03,14060.6,JPY,CASH,,2026-05-09T04:37:43.668934,
AAE67096,CUST-7753,PROD-583,15,234.02,3510.3,,DEBIT_CARD,REFUNDED,05/09/2026 04:12:15 AM,Dubai
0D6735A2,CUST-1121,PROD-672,N/A,830.5,0,,,COMPLETED,2026-05-09T04:25:51.668934,New York
1050,CUST-9637,PROD-986,N/A,324.27,0,USD,,COMPLETED,2026-05-09 04:47:31,New York
04991652,CUST-1010,PROD-482,43,436.85,18784.55,EUR,CASH,COMPLETED,05/09/2026 04:04:05 AM,Dubai
2B37279B,CUST-6936,PROD-697,26,82.33,2140.58,???,DEBIT_CARD,,05/09/2026 04:53:43 AM,Dubai
F21D817E,CUST-4225,PROD-275,N/A,921.95,0,,CASH,PENDING,2026-05-09T04:40:13.668934,Dubai
C99270DB,CUST-8097,PROD-394,19,986.49,18743.31,JPY,CASH,,2026-05-09T04:57:05.668934,New York
16A2BF36,CUST-9347,PROD-577,38,303.38,11528.44,JPY,CREDIT_CARD,REFUNDED,2026-05-09T04:31:24.668934,
8EA053C1,CUST-7599,PROD-169,N/A,647.65,0,NONE,CREDIT_CARD,REFUNDED,2026-05-09T04:55:23.668934,Dubai
5BE85191,CUST-7122,PROD-276,N/A,966.98,0,,PAYPAL,PENDING,05/09/2026 04:47:25 AM,Dubai
9BDF72A7,CUST-1090,PROD-881,8,648.86,5190.88,JPY,CASH,REFUNDED,2026-05-09T04:13:00.668934,New York
1044,CUST-9070,PROD-591,N/A,166.84,0,,CREDIT_CARD,REFUNDED,2026-05-09 04:34:49,Dubai
E50CF6ED,CUST-4799,PROD-385,N/A,585.32,0,EUR,DEBIT_CARD,PENDING,2026-05-09 04:04:46,London
71A1FB05,CUST-7727,PROD-766,N/A,742.28,0,,PAYPAL,,2026-05-09 04:54:47,
C44F2B18,,PROD-983,15,615.25,9228.75,GBP,CREDIT_CARD,FAILED,2026-05-09 04:04:11,New York
17799C8F,CUST-4041,PROD-284,N/A,,0,JPY,CREDIT_CARD,COMPLETED,05/09/2026 05:00:01 AM,Dubai
5BF7248D,CUST-6462,PROD-765,44,259.89,11435.16,???,CASH,,2026-05-09 04:18:03,London
A82A74B9,CUST-1098,PROD-543,14,489.27,6849.78,NONE,DEBIT_CARD,,05/09/2026 04:54:25 AM,Dubai
E43B7B5A,CUST-2711,PROD-871,N/A,249.81,0,,CREDIT_CARD,,2026-05-09T04:57:15.669898,Dubai
26D4634F,CUST-8695,PROD-169,16,298.79,4780.64,,CASH,PENDING,2026-05-09 04:14:40,London
C59305A0,CUST-4992,PROD-849,48,712.46,34198.08,,DEBIT_CARD,,2026-05-09T04:49:28.669898,New York
A67D58E1,CUST-1295,PROD-667,N/A,40.1,0,EUR,DEBIT_CARD,PENDING,2026-05-09 04:14:35,London
BD20BB6D,CUST-2561,PROD-345,49,,0,EUR,PAYPAL,REFUNDED,2026-05-09T04:46:15.669898,New York
23ACD1F7,CUST-7189,PROD-855,N/A,13.91,0,GBP,CREDIT_CARD,PENDING,2026-05-09T04:47:01.669898,New York
2C94E3B0,CUST-9128,PROD-284,50,185.37,9268.5,???,DEBIT_CARD,,2026-05-09T04:51:59.669898,Tokyo
3C97C978,CUST-8283,PROD-637,N/A,28.17,0,JPY,,,2026-05-09T04:03:19.669898,New York
FC3BB16F,CUST-4198,PROD-663,21,743.68,15617.28,,PAYPAL,PENDING,2026-05-09 04:38:35,Dubai
8F350A7A,CUST-6109,PROD-978,30,60.38,1811.4,NONE,DEBIT_CARD,,2026-05-09 05:00:19,New York
A6C79F34,CUST-7722,PROD-250,N/A,422.44,0,EUR,CREDIT_CARD,REFUNDED,2026-05-09T04:12:25.669898,New York
CC34A04C,CUST-4451,PROD-677,19,496.23,9428.37,,CREDIT_CARD,PENDING,05/09/2026 04:02:37 AM,New York
70EB92F6,CUST-6043,PROD-463,N/A,605.51,0,???,,FAILED,2026-05-09 04:07:24,Tokyo
36D6867D,,PROD-416,35,294.41,10304.35,EUR,PAYPAL,PENDING,2026-05-09 04:58:32,Dubai
6F5118F9,CUST-8313,PROD-431,16,533.25,8532.0,NONE,DEBIT_CARD,REFUNDED,2026-05-09 04:25:33,London
DE409DB0,,PROD-888,N/A,406.11,0,,,FAILED,2026-05-09 04:49:25,
A9687B7C,CUST-7759,PROD-720,25,298.96,7474.0,,DEBIT_CARD,FAILED,05/09/2026 04:23:24 AM,London
