transaction_id|customer_id|product_id|quantity|unit_price|total_amount|currency|payment_method|status|timestamp|location
B176745A|CUST-3753|PROD-130|11|738.92|8128.12|JPY|DEBIT_CARD|PENDING|2026-05-09T04:56:03.725698|New York
6568429A|CUST-6447|PROD-507|5|606.56|3032.8|USD|CREDIT_CARD|REFUNDED|2026-05-09 04:11:26|London
BB01E2AD|CUST-6927|PROD-762|6|951.77|5710.62|GBP|CREDIT_CARD|COMPLETED|2026-05-09 04:45:11|New York
8BA5D194|CUST-7418|PROD-967|N/A|386.76|0|???|DEBIT_CARD||2026-05-09 04:03:40|Dubai
50116029|CUST-5291|PROD-280|N/A|690.95|0|EUR|CASH|COMPLETED|2026-05-09T04:40:11.725698|Tokyo
8A7D18A7|CUST-9071|PROD-311|N/A|329.54|0|EUR|CASH|PENDING|2026-05-09 04:25:08|Dubai
FF859C1B|CUST-7586|PROD-895|N/A|994.8|0|???|PAYPAL|FAILED|05/09/2026 04:43:35 AM|
1A6046DF|CUST-5186|PROD-300|N/A|428.55|0||CASH|PENDING|05/09/2026 04:26:20 AM|Tokyo
5EE110F4|CUST-9611|PROD-108|25|389.6|9740.0|EUR||FAILED|2026-05-09T04:38:56.725698|Dubai
BDA91E9D|CUST-3219|PROD-992|21|903.43|18972.03|???|CREDIT_CARD|PENDING|2026-05-09 04:40:57|Dubai
8D6DF097|CUST-2478|PROD-485|22|564.9|12427.8|USD|CASH|COMPLETED|2026-05-09T04:30:39.726239|London
7DAE0876||PROD-966|47|737.74|34673.78|USD|CASH|PENDING|2026-05-09T04:02:57.726239|Dubai
1006|CUST-2770|PROD-481|40|932.97|37318.8||PAYPAL|PENDING|05/09/2026 04:35:43 AM|Dubai
07673656|CUST-5611|PROD-420|N/A|624.36|0||CASH|FAILED|2026-05-09 04:34:25|Dubai
066AD6F3|CUST-6574|PROD-727|39|520.37|20294.43|JPY|DEBIT_CARD|REFUNDED|2026-05-09T04:55:46.726239|Tokyo
