transaction_id|customer_id|product_id|quantity|unit_price|total_amount|currency|payment_method|status|timestamp|location
A8C6FE62|CUST-7839|PROD-425|N/A|843.79|0||CREDIT_CARD|PENDING|2026-05-09 04:44:12|New York
D0EA982A|CUST-7075|PROD-191|22|94.0|2068.0|GBP||REFUNDED|2026-05-09 04:16:32|London
84945CD6|CUST-1644|PROD-616|13|32.5|422.5|JPY|CASH||2026-05-09T04:45:35.546160|Tokyo
172A7452|CUST-8970|PROD-370|N/A|60.64|0|JPY|CASH|REFUNDED|2026-05-09 04:57:06|New York
2756AE3D|CUST-3087|PROD-558|N/A|737.21|0|???|DEBIT_CARD||05/09/2026 04:09:07 AM|Tokyo
82B18774|CUST-2092|PROD-429|N/A|417.64|0|GBP|PAYPAL||2026-05-09T04:45:09.546160|Dubai
BCF25960|CUST-8823|PROD-812|37|484.89|17940.93|EUR|DEBIT_CARD||2026-05-09T05:00:17.546160|Tokyo
75E19E80|CUST-1728|PROD-560|18|490.97|8837.46|JPY|CREDIT_CARD|REFUNDED|2026-05-09T04:55:31.546160|London
D71D08B9|CUST-1554|PROD-625|49|475.22|23285.78||DEBIT_CARD|FAILED|05/09/2026 04:31:46 AM|New York
1036|CUST-6515|PROD-221|N/A|714.44|0|||REFUNDED|05/09/2026 04:03:33 AM|Dubai
F8458C79|CUST-2726|PROD-272|13|648.73|8433.49|NONE|DEBIT_CARD|FAILED|2026-05-09T04:23:34.546160|London
1005|CUST-3860|PROD-340|28|36.39|1018.92|GBP|DEBIT_CARD|REFUNDED|2026-05-09 04:47:45|Dubai
FC1BDF60|CUST-9576|PROD-191|N/A|65.15|0|???|CASH|FAILED|2026-05-09T04:58:34.546160|London
CCC81B06|CUST-7245|PROD-872|33|535.75|17679.75||PAYPAL|REFUNDED|2026-05-09T04:41:46.546160|Tokyo
642A8C67|CUST-2331|PROD-294|11|243.51|2678.61||CASH||05/09/2026 04:53:38 AM|Dubai
C771BB73||PROD-326|10|790.99|7909.9||PAYPAL|FAILED|05/09/2026 04:34:01 AM|London
E038D130|CUST-8865|PROD-573|N/A|186.6|0|EUR|CASH|FAILED|05/09/2026 04:52:12 AM|Dubai
3DF52799|CUST-5603|PROD-791|1|34.64|34.64|EUR|CREDIT_CARD|COMPLETED|05/09/2026 04:48:08 AM|New York
E388DE53|CUST-6651|PROD-576|N/A|477.18|0|???|DEBIT_CARD|REFUNDED|2026-05-09 04:29:52|New York
1B662B2D|CUST-3965|PROD-782|N/A|826.56|0|???|PAYPAL||2026-05-09T04:12:00.546160|London
A28D8095|CUST-1964|PROD-492|26|115.11|2992.86|JPY|DEBIT_CARD|REFUNDED|2026-05-09 04:01:45|New York
A708ABC6|CUST-7954|PROD-517|45|357.26|16076.7|EUR|DEBIT_CARD|FAILED|2026-05-09T05:00:35.546160|Tokyo
610F0A0E|CUST-5829|PROD-269|31||0|EUR|PAYPAL|PENDING|05/09/2026 04:33:55 AM|Tokyo
7D464574|CUST-1856|PROD-713|N/A|514.07|0|NONE|CASH|REFUNDED|2026-05-09 05:00:44|Tokyo
FEBD0D12||PROD-534|2|125.08|250.16|NONE|PAYPAL||2026-05-09 04:38:27|Tokyo
41E5D214|CUST-9661|PROD-364|18|414.18|7455.24|EUR|CREDIT_CARD||05/09/2026 04:19:04 AM|Tokyo
B2622A38|CUST-7247|PROD-958|6|924.61|5547.66|GBP|PAYPAL|COMPLETED|2026-05-09T04:50:39.547018|
1020|CUST-8162|PROD-480|N/A|537.02|0||PAYPAL|COMPLETED|2026-05-09 04:45:50|New York
8884BBEF||PROD-195|43|209.78|9020.54||DEBIT_CARD||05/09/2026 05:00:19 AM|Tokyo
14EF828E|CUST-6336|PROD-140|38|809.7|30768.6|GBP|PAYPAL||2026-05-09T04:40:51.547018|London
D080655C|CUST-5127|PROD-682|N/A|938.47|0|NONE|CREDIT_CARD|REFUNDED|2026-05-09 04:58:26|
4EA2E556|CUST-7386|PROD-256|1|514.84|514.84|EUR|CREDIT_CARD|PENDING|2026-05-09T04:49:09.547018|Tokyo
983C8408|CUST-2672|PROD-602|28|948.75|26565.0||PAYPAL|FAILED|2026-05-09T04:10:58.547018|New York
5C264820|CUST-5407|PROD-280|N/A|463.46|0||PAYPAL|COMPLETED|2026-05-09T04:11:58.547018|
82B38737|CUST-9593|PROD-410|34|285.25|9698.5|NONE|CREDIT_CARD||05/09/2026 04:05:24 AM|
AE23D053|CUST-1520|PROD-126|N/A|39.92|0|GBP|CASH|FAILED|2026-05-09T04:02:09.547018|New York
A23C2E2F|CUST-1443|PROD-248|N/A|812.52|0|???|CREDIT_CARD||05/09/2026 04:42:30 AM|Dubai
5432882D|CUST-6675|PROD-566|36|471.71|16981.56||CREDIT_CARD||05/09/2026 04:26:06 AM|New York
